player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
THardawayDAL ,WCauley-SteinDAL ,DFinney-SmithDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,3,25,15.2,47
TYoungCHI ,KDunnCHI ,RArcidiaconoCHI ,LMarkkanenCHI ,CWhiteCHI ,CHI ,9,25,4.2,59
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,CFelicioCHI ,CHutchisonCHI ,CHI ,6,25,-35.7,53
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,RArcidiaconoCHI ,DGaffordCHI ,CHI ,4,25,-44.6,49
TYoungCHI ,ZLaVineCHI ,KDunnCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,14,25,-31.5,55
VCarterATL ,ALenATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,11,25,-5.1,60
ABurksGSW ,MChrissGSW ,JEvansGSW ,EPaschallGSW ,JPooleGSW ,GSW ,5,24,3.4,56
ADrummondDET ,TSnellDET ,TFrazierDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,3,24,-8,50
AHorfordPHI ,THarrisPHI ,GRobinsonIPHI ,JRichardsonPHI ,SMiltonPHI ,PHI ,5,24,12,51
CJosephSAC ,HBarnesSAC ,KBazemoreSAC ,BHieldSAC ,HGilesISAC ,SAC ,9,24,10.1,49
CPaulOKC ,DGallinariOKC ,MMuscalaOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,OKC ,10,24,-5.6,52
CZellerCHA ,TRozierCHA ,MMonkCHA ,DBaconCHA ,MBridgesCHA ,CHA ,10,24,0,51
DGallinariOKC ,DSchroderOKC ,MMuscalaOKC ,SGilgeous-AlexanderOKC ,LDortOKC ,OKC ,6,24,-1.6,49
DJordanBKN ,GTempleBKN ,IShumpertBKN ,JHarrisBKN ,TPinsonBKN ,BKN ,5,24,9.9,51
DRoseDET ,TSnellDET ,TMakerDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,5,24,-24.1,47
EIlyasovaMIL ,BLopezMIL ,GHillMIL ,WMatthewsMIL ,KMiddletonMIL ,MIL ,13,24,8.1,52
JBareaDAL ,DPowellDAL ,KPorzingisDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,2,24,-10.8,49
JButlerMIA ,JCrowderMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,7,24,9,56
JButlerMIA ,MLeonardMIA ,JWinslowMIA ,BAdebayoMIA ,KNunnMIA ,MIA ,2,24,2.1,48
JGreenUTA ,JInglesUTA ,EMudiayUTA ,GNiangUTA ,DMitchellUTA ,UTA ,10,24,-15.4,53
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,DSabonisIND ,GBitadzeIND ,IND ,6,24,-21.5,52
JHolidayIND ,VOladipoIND ,TWarrenIND ,MTurnerIND ,MBrogdonIND ,IND ,6,24,18.6,59
JRedickNOP ,JHolidayNOP ,JHartNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,7,24,13.1,49
JRedickNOP ,JHolidayNOP ,JOkaforNOP ,BIngramNOP ,LBallNOP ,NOP ,6,24,-59.3,54
KAndersonMEM ,TJonesMEM ,JJacksonMEM ,BClarkeMEM ,MGuduricMEM ,MEM ,7,24,5.1,54
KBazemorePOR ,MHezonjaPOR ,SLabissierePOR ,ASimonsPOR ,NLittlePOR ,POR ,5,24,-0.1,53
KLoveCLE ,MDellavedovaCLE ,LNanceCLE ,CSextonCLE ,KPorterCLE ,CLE ,10,24,3.8,53
LJamesLAL ,DHowardLAL ,TDanielsLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,7,24,-7.5,53
LWilliamsLAC ,PBeverleyLAC ,KLeonardLAC ,MHarklessLAC ,MHarrellLAC ,LAC ,13,24,19.6,51
LWilliamsLAC ,PPattersonLAC ,MHarklessLAC ,MHarrellLAC ,LShametLAC ,LAC ,8,24,15.4,53
MMorrisDET ,RJacksonDET ,ADrummondDET ,TSnellDET ,BBrownDET ,DET ,3,24,-18.2,49
MWilliamsCHA ,CZellerCHA ,TRozierCHA ,MMonkCHA ,CMartinCHA ,CHA ,7,24,-5.6,54
RGaySAS ,MBelinelliSAS ,PMillsSAS ,DMurraySAS ,JPoeltlSAS ,SAS ,13,24,-5.6,54
TChandlerHOU ,PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,DHouseHOU ,HOU ,5,24,13.6,51
THarrisPHI ,RNetoPHI ,JEmbiidPHI ,FKorkmazPHI ,MThybullePHI ,PHI ,8,24,9.8,49
TYoungCHI ,ZLaVineCHI ,KDunnCHI ,LKornetCHI ,CWhiteCHI ,CHI ,11,24,-22.1,53
WChandlerBKN ,DJordanBKN ,GTempleBKN ,CLeVertBKN ,RKurucsBKN ,BKN ,2,24,17.3,51
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,EPaschallGSW ,GSW ,8,23,9.8,48
ADrummondDET ,LGallowayDET ,CWoodDET ,BBrownDET ,SMykhailiukDET ,DET ,8,23,13.8,47
ADrummondCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,DGarlandCLE ,CLE ,5,23,6,49
AHorfordPHI ,ABurksPHI ,THarrisPHI ,FKorkmazPHI ,MThybullePHI ,PHI ,4,23,4.9,49
BFernandoATL ,KHuerterATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,6,23,-13,53
CAnthonyPOR ,TArizaPOR ,HWhitesidePOR ,CMcCollumPOR ,ASimonsPOR ,POR ,9,23,32.9,49
CZellerCHA ,TRozierCHA ,MBridgesCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,7,23,31,46
CZellerCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,CHA ,8,23,15.7,54
DLillardPOR ,KBazemorePOR ,SLabissierePOR ,ASimonsPOR ,NLittlePOR ,POR ,10,23,-25,55
DRoseDET ,ADrummondDET ,BBrownDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,7,23,-34,52
EMooreNOP ,JOkaforNOP ,LBallNOP ,JHartNOP ,NMelliNOP ,NOP ,3,23,24.4,45
GDragicMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,THerroMIA ,MIA ,7,23,-25.5,52
GDragicMIA ,DJonesMIA ,BAdebayoMIA ,KNunnMIA ,THerroMIA ,MIA ,7,23,22.6,44
GDragicMIA ,KOlynykMIA ,JWinslowMIA ,BAdebayoMIA ,THerroMIA ,MIA ,4,23,30.6,49
GHarrisDEN ,NJokicDEN ,JMurrayDEN ,MMorrisDEN ,TCraigDEN ,DEN ,3,23,-1.5,48
HBarnesSAC ,KBazemoreSAC ,BBogdanovicSAC ,BHieldSAC ,DFoxSAC ,SAC ,9,23,41.3,47
JClarksonUTA ,JInglesUTA ,EMudiayUTA ,GNiangUTA ,TBradleyUTA ,UTA ,4,23,-9,51
JCollinsATL ,BFernandoATL ,KHuerterATL ,CReddishATL ,DHunterATL ,ATL ,6,23,-5.5,51
JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,CCapelaHOU ,DHouseHOU ,HOU ,11,23,2.6,57
JRedickNOP ,JHolidayNOP ,EMooreNOP ,BIngramNOP ,JHayesNOP ,NOP ,8,23,-22.3,53
JValanciunasMEM ,JCrowderMEM ,TJonesMEM ,DBrooksMEM ,BClarkeMEM ,MEM ,14,23,17.3,52
JValanciunasMEM ,KAndersonMEM ,TJonesMEM ,DMeltonMEM ,BClarkeMEM ,MEM ,12,23,23,52
JValanciunasMEM ,SHillMEM ,KAndersonMEM ,JMorantMEM ,MGuduricMEM ,MEM ,9,23,-28,49
KKorverMIL ,RLopezMIL ,GHillMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,MIL ,12,23,-11.1,54
KLoveCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,KPorterCLE ,CLE ,5,23,-9.7,47
KLowryTOR ,NPowellTOR ,PMcCawTOR ,PSiakamTOR ,OAnunobyTOR ,TOR ,5,23,10.1,53
KLowryTOR ,RHollis-JeffersonTOR ,OAnunobyTOR ,CBoucherTOR ,TDavisTOR ,TOR ,7,23,-26.7,48
KPorzingisDAL ,DWrightDAL ,MKleberDAL ,JBrunsonDAL ,LDoncicDAL ,DAL ,3,23,-1.4,53
KWalkerBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,RWilliamsIBOS ,BOS ,7,23,-6.5,50
LAldridgeSAS ,MBelinelliSAS ,DDeRozanSAS ,PMillsSAS ,DMurraySAS ,SAS ,7,23,60,49
MConleyUTA ,JGreenUTA ,BBogdanovicUTA ,RO'NealeUTA ,DMitchellUTA ,UTA ,4,23,4.1,50
MPlumleeDEN ,JGrantDEN ,JHernangomezDEN ,MMorrisDEN ,MPorterDEN ,DEN ,5,23,-10.2,51
PBeverleyLAC ,PGeorgeLAC ,PPattersonLAC ,MHarklessLAC ,IZubacLAC ,LAC ,2,23,-13.5,51
RArcidiaconoCHI ,SHarrisonCHI ,LKornetCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,5,23,13.4,51
RJacksonDET ,ADrummondDET ,TSnellDET ,BBrownDET ,SDoumbouyaDET ,DET ,3,23,-14.9,48
RLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,8,23,36.4,50
RWestbrookHOU ,EGordonHOU ,JHardenHOU ,CCapelaHOU ,DHouseHOU ,HOU ,10,23,23.6,51
SCurryDAL ,DPowellDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,11,23,32.6,46
SHillMEM ,DBrooksMEM ,GAllenMEM ,JJacksonMEM ,JMorantMEM ,MEM ,9,23,10.9,49
SHillMEM ,KAndersonMEM ,TJonesMEM ,BClarkeMEM ,MGuduricMEM ,MEM ,7,23,36.7,49
TArizaSAC ,NBjelicaSAC ,HBarnesSAC ,BHieldSAC ,DFoxSAC ,SAC ,8,23,16.8,57
THardawayDAL ,SCurryDAL ,KPorzingisDAL ,DFinney-SmithDAL ,JBrunsonDAL ,DAL ,9,23,-2.2,53
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,CFelicioCHI ,RArcidiaconoCHI ,CHI ,8,23,23.1,51
WBartonDEN ,JGrantDEN ,NJokicDEN ,MBeasleyDEN ,MMorrisDEN ,DEN ,9,23,43.5,48
AWigginsGSW ,DBenderGSW ,MChrissGSW ,DLeeGSW ,JToscano-AndersonGSW ,GSW ,3,22,-33.8,48
BWanamakerBOS ,MSmartBOS ,JTatumBOS ,DTheisBOS ,GWilliamsBOS ,BOS ,9,22,-62.4,47
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,ASimonsPOR ,NLittlePOR ,POR ,3,22,-23.9,47
DJordanBKN ,CLeVertBKN ,TPrinceBKN ,TLuwawu-CabarrotBKN ,CChiozzaBKN ,BKN ,2,22,18,51
DRoseDET ,MMorrisDET ,ADrummondDET ,TSnellDET ,LGallowayDET ,DET ,11,22,-19.8,50
DSaricPHX ,FKaminskyPHX ,DBookerPHX ,MBridgesPHX ,JCarterPHX ,PHX ,6,22,0.4,46
EKanterBOS ,BWanamakerBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,BOS ,8,22,-19.3,44
GDragicMIA ,JButlerMIA ,KOlynykMIA ,BAdebayoMIA ,KNunnMIA ,MIA ,11,22,-36.1,47
GDragicMIA ,JJohnsonMIA ,KOlynykMIA ,DJonesMIA ,DRobinsonMIA ,MIA ,3,22,10.8,45
GDragicMIA ,JJohnsonMIA ,KOlynykMIA ,DRobinsonMIA ,THerroMIA ,MIA ,4,22,36.4,48
GHaywardBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,9,22,53,52
HWhitesidePOR ,DLillardPOR ,RHoodPOR ,ASimonsPOR ,NLittlePOR ,POR ,9,22,-25.9,46
ISmithWAS ,DBertansWAS ,TBryantWAS ,TBrownWAS ,IBongaWAS ,WAS ,4,22,-19.5,51
JBareaDAL ,THardawayDAL ,KPorzingisDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,4,22,34.3,44
JCrowderMEM ,SHillMEM ,TJonesMEM ,DBrooksMEM ,JJacksonMEM ,MEM ,15,22,0.4,49
JHolidayNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,JHayesNOP ,NOP ,9,22,-10.2,49
JJohnsonMIN ,MBeasleyMIN ,JHernangomezMIN ,JOkogieMIN ,JMcLaughlinMIN ,MIN ,7,22,-15.9,48
JValanciunasMEM ,KAndersonMEM ,DBrooksMEM ,JMorantMEM ,BClarkeMEM ,MEM ,9,22,-21.6,47
JValanciunasMEM ,SHillMEM ,GAllenMEM ,DMeltonMEM ,JMorantMEM ,MEM ,10,22,37.5,48
KBazemorePOR ,CMcCollumPOR ,SLabissierePOR ,ASimonsPOR ,NLittlePOR ,POR ,6,22,27.2,47
KKorverMIL ,BLopezMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,7,22,22.5,50
KKorverMIL ,RLopezMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,8,22,15.8,51
KLoveCLE ,ADrummondCLE ,COsmanCLE ,DGarlandCLE ,KPorterCLE ,CLE ,4,22,0.1,47
LJamesLAL ,RRondoLAL ,DGreenLAL ,ADavisLAL ,KCaldwell-PopeLAL ,LAL ,14,22,-20.3,54
MMorrisNYK ,BPortisNYK ,FNtilikinaNYK ,DDotsonNYK ,MRobinsonNYK ,NYK ,11,22,2.6,46
NBjelicaSAC ,CJosephSAC ,KBazemoreSAC ,BHieldSAC ,HGilesISAC ,SAC ,9,22,6.1,43
NVucevicORL ,EFournierORL ,MFultzORL ,JIsaacORL ,WIwunduORL ,ORL ,4,22,-15.9,45
PTuckerHOU ,EGordonHOU ,JHardenHOU ,RCovingtonHOU ,DHouseHOU ,HOU ,4,22,-3.7,45
PTuckerHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,8,22,-47.4,49
RGaySAS ,MBelinelliSAS ,DCarrollSAS ,PMillsSAS ,JPoeltlSAS ,SAS ,3,22,31.5,46
SDinwiddieBKN ,JHarrisBKN ,TPrinceBKN ,DNwabaBKN ,JAllenBKN ,BKN ,5,22,56.8,49
SIbakaTOR ,RHollis-JeffersonTOR ,NPowellTOR ,PMcCawTOR ,TDavisTOR ,TOR ,4,22,30.7,51
THardawayDAL ,SCurryDAL ,DPowellDAL ,KPorzingisDAL ,LDoncicDAL ,DAL ,7,22,17.3,51
TRossORL ,MCarter-WilliamsORL ,AGordonORL ,WIwunduORL ,MBambaORL ,ORL ,4,22,2.1,46
TSatoranskyCHI ,ZLaVineCHI ,KDunnCHI ,LMarkkanenCHI ,CHutchisonCHI ,CHI ,5,22,26.5,50
TYoungCHI ,ZLaVineCHI ,CFelicioCHI ,RArcidiaconoCHI ,CWhiteCHI ,CHI ,8,22,-30.6,56
WBartonDEN ,JGrantDEN ,NJokicDEN ,JMurrayDEN ,TCraigDEN ,DEN ,6,22,4.3,47
WEllingtonNYK ,RBullockNYK ,EPaytonNYK ,JRandleNYK ,MRobinsonNYK ,NYK ,3,22,19.2,41
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,DLeeGSW ,GSW ,8,21,21.9,50
BBiyomboCHA ,TRozierCHA ,DBaconCHA ,MBridgesCHA ,PWashingtonCHA ,CHA ,8,21,-0.7,43
BLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,SBrownMIL ,MIL ,10,21,10.3,49
CPaulOKC ,DGallinariOKC ,NNoelOKC ,DSchroderOKC ,ANaderOKC ,OKC ,10,21,36.3,44
CPaulOKC ,DSchroderOKC ,SAdamsOKC ,TFergusonOKC ,DBazleyOKC ,OKC ,11,21,-6.7,46
CZellerCHA ,DBaconCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,21,19.6,45
CZellerCHA ,TRozierCHA ,DBaconCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,8,21,-31.6,39
DAugustinORL ,TRossORL ,MCarter-WilliamsORL ,MBambaORL ,GClarkORL ,ORL ,3,21,20.2,46
DBertansWAS ,BBealWAS ,SNapierWAS ,TBrownWAS ,MWagnerWAS ,WAS ,9,21,63.3,49
DBertansWAS ,IThomasWAS ,BBealWAS ,TBryantWAS ,TBrownWAS ,WAS ,11,21,-0.7,49
DBookerPHX ,CDialloPHX ,MBridgesPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,7,21,27.3,47
DDeRozanSAS ,PMillsSAS ,TLylesSAS ,JPoeltlSAS ,DWhiteSAS ,SAS ,11,21,28.6,46
DDeRozanSAS ,TLylesSAS ,DMurraySAS ,BForbesSAS ,LWalkerSAS ,SAS ,4,21,-39,42
DHowardLAL ,RRondoLAL ,DGreenLAL ,ADavisLAL ,KCaldwell-PopeLAL ,LAL ,9,21,-14.1,44
DMcDermottIND ,TWarrenIND ,DSabonisIND ,MBrogdonIND ,AHolidayIND ,IND ,10,21,24.9,44
DMcDermottIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,MBrogdonIND ,IND ,21,21,27.6,42
DRoseDET ,ADrummondDET ,TSnellDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,6,21,-6.9,42
DRoseDET ,MMorrisDET ,LGallowayDET ,TMakerDET ,SMykhailiukDET ,DET ,10,21,8.6,46
DSaricPHX ,KOubrePHX ,FKaminskyPHX ,DBookerPHX ,JCarterPHX ,PHX ,9,21,0.8,50
DSchroderOKC ,SAdamsOKC ,ANaderOKC ,DBurtonOKC ,DBazleyOKC ,OKC ,6,21,16.2,45
DSchroderOKC ,SAdamsOKC ,ANaderOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,10,21,-43,46
DSchroderOKC ,SAdamsOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,10,21,-22.8,44
GDragicMIA ,JButlerMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,9,21,16.9,46
GDragicMIA ,JButlerMIA ,JCrowderMIA ,BAdebayoMIA ,KNunnMIA ,MIA ,8,21,-55.5,44
GDragicMIA ,KOlynykMIA ,BAdebayoMIA ,DRobinsonMIA ,THerroMIA ,MIA ,10,21,-16.4,46
HWhitesidePOR ,DLillardPOR ,KBazemorePOR ,CMcCollumPOR ,RHoodPOR ,POR ,7,21,-72.7,44
JButlerMIA ,MLeonardMIA ,DJonesMIA ,DRobinsonMIA ,THerroMIA ,MIA ,6,21,-36.2,45
JGreenUTA ,DExumUTA ,JInglesUTA ,EMudiayUTA ,DMitchellUTA ,UTA ,4,21,-2.2,46
JHolidayIND ,JSampsonIND ,TMcConnellIND ,DSabonisIND ,ESumnerIND ,IND ,3,21,-11.4,45
JLambIND ,DMcDermottIND ,TWarrenIND ,MTurnerIND ,MBrogdonIND ,IND ,13,21,0,49
JLambIND ,TWarrenIND ,JSampsonIND ,DSabonisIND ,MBrogdonIND ,IND ,2,21,0.2,44
JParkerATL ,BFernandoATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,8,21,27.2,45
JRedickNOP ,JOkaforNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,NOP ,5,21,5.9,51
JTeagueMIN ,RCovingtonMIN ,KTownsMIN ,TGrahamMIN ,JLaymanMIN ,MIN ,4,21,6.4,47
KLoveCLE ,ADrummondCLE ,MDellavedovaCLE ,COsmanCLE ,CSextonCLE ,CLE ,2,21,8.5,48
KLoveCLE ,JClarksonCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,CLE ,6,21,12.9,46
KLowryTOR ,SIbakaTOR ,NPowellTOR ,PSiakamTOR ,TDavisTOR ,TOR ,13,21,35.2,45
KLowryTOR ,SIbakaTOR ,PSiakamTOR ,FVanVleetTOR ,TDavisTOR ,TOR ,4,21,34,45
LAldridgeSAS ,DDeRozanSAS ,PMillsSAS ,BForbesSAS ,DWhiteSAS ,SAS ,10,21,15.8,50
LWilliamsLAC ,MHarklessLAC ,JGreenLAC ,MHarrellLAC ,LShametLAC ,LAC ,11,21,-51.7,50
MBeasleyMIN ,JHernangomezMIN ,JOkogieMIN ,JMcLaughlinMIN ,NReidMIN ,MIN ,10,21,14.7,48
MWilliamsCHA ,MMonkCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,9,21,-37.8,47
NBjelicaSAC ,CJosephSAC ,HBarnesSAC ,BBogdanovicSAC ,DFoxSAC ,SAC ,7,21,-8.4,48
NVucevicORL ,MCarter-WilliamsORL ,AGordonORL ,MFultzORL ,WIwunduORL ,ORL ,8,21,11.6,44
PGeorgeLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,LShametLAC ,LAC ,3,21,12.2,42
RBullockNYK ,BPortisNYK ,FNtilikinaNYK ,KKnoxNYK ,MRobinsonNYK ,NYK ,4,21,39,49
RCovingtonMIN ,AWigginsMIN ,KTownsMIN ,TGrahamMIN ,JOkogieMIN ,MIN ,6,21,6.1,45
TArizaSAC ,HBarnesSAC ,BBogdanovicSAC ,YFerrellSAC ,MBagleyISAC ,SAC ,3,21,-39.5,43
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,LDoncicDAL ,DAL ,14,21,11.5,46
TThompsonCLE ,LNanceCLE ,CSextonCLE ,DGarlandCLE ,KPorterCLE ,CLE ,14,21,20.7,43
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,CFelicioCHI ,KDunnCHI ,CHI ,5,21,23,47
TYoungCHI ,ZLaVineCHI ,CFelicioCHI ,KDunnCHI ,CWhiteCHI ,CHI ,6,21,0.3,41
ABurksGSW ,GRobinsonIGSW ,DLeeGSW ,OSpellmanGSW ,JPooleGSW ,GSW ,4,20,6.7,44
ABurksGSW ,MChrissGSW ,DLeeGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,5,20,20.4,48
BBiyomboCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,CHA ,6,20,14.9,40
BLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,KMiddletonMIL ,DDiVincenzoMIL ,MIL ,9,20,43.8,45
BLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,KMiddletonMIL ,PConnaughtonMIL ,MIL ,8,20,-16.4,43
CAnthonyPOR ,ATolliverPOR ,CMcCollumPOR ,RHoodPOR ,GTrentPOR ,POR ,2,20,12.5,45
CMilesWAS ,ISmithWAS ,DBertansWAS ,TBrownWAS ,MWagnerWAS ,WAS ,3,20,8.9,44
DAugustinORL ,AAminuORL ,TRossORL ,WIwunduORL ,MBambaORL ,ORL ,5,20,26.4,43
DGallinariOKC ,DSchroderOKC ,MMuscalaOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,OKC ,9,20,-35.9,39
DGreenGSW ,GRobinsonIGSW ,MChrissGSW ,DLeeGSW ,JEvansGSW ,GSW ,6,20,27.7,40
DLillardPOR ,KBazemorePOR ,CMcCollumPOR ,MHezonjaPOR ,SLabissierePOR ,POR ,10,20,-14.8,44
DPowellDAL ,DFinney-SmithDAL ,MKleberDAL ,JBrunsonDAL ,LDoncicDAL ,DAL ,2,20,-14.3,42
DRoseDET ,BGriffinDET ,ADrummondDET ,LGallowayDET ,SMykhailiukDET ,DET ,11,20,-34.6,46
DRoseDET ,LGallowayDET ,CWoodDET ,TMakerDET ,SMykhailiukDET ,DET ,5,20,0,43
DValentineCHI ,RArcidiaconoCHI ,LKornetCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,6,20,-57.2,43
EKanterBOS ,BWanamakerBOS ,MSmartBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,7,20,19.9,42
FJacksonNOP ,JHartNOP ,JHayesNOP ,NAlexander-WalkerNOP ,NMelliNOP ,NOP ,7,20,-48.8,45
GDragicMIA ,JJohnsonMIA ,BAdebayoMIA ,DRobinsonMIA ,THerroMIA ,MIA ,6,20,-3,42
GRobinsonIGSW ,MChrissGSW ,KBowmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,10,20,23.1,43
GRobinsonIGSW ,MChrissGSW ,OSpellmanGSW ,KBowmanGSW ,JPooleGSW ,GSW ,8,20,2.9,45
IMahinmiWAS ,BBealWAS ,SNapierWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,3,20,8.1,40
ISmithWAS ,DBertansWAS ,BBealWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,5,20,55.6,45
JButlerMIA ,MLeonardMIA ,DJonesMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,12,20,-17.6,45
JClarksonUTA ,GNiangUTA ,DMitchellUTA ,TBradleyUTA ,RTuckerUTA ,UTA ,5,20,-20.8,40
JCrowderMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,3,20,-35.7,39
JCrowderMEM ,TJonesMEM ,GAllenMEM ,JJacksonMEM ,BClarkeMEM ,MEM ,8,20,-34.3,46
JHolidayNOP ,BIngramNOP ,LBallNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,8,20,-2,45
JHolidayNOP ,DFavorsNOP ,EMooreNOP ,LBallNOP ,JHartNOP ,NOP ,7,20,45.2,42
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,DSabonisIND ,MBrogdonIND ,IND ,16,20,20.3,46
JHolidayNOP ,EMooreNOP ,JHartNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,7,20,-19.5,44
JRedickNOP ,LBallNOP ,JHartNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,6,20,21.6,46
JTeagueMIN ,KBates-DiopMIN ,JOkogieMIN ,JCulverMIN ,NReidMIN ,MIN ,6,20,-6.7,49
JTeagueMIN ,RCovingtonMIN ,KTownsMIN ,JOkogieMIN ,JCulverMIN ,MIN ,7,20,-16,46
KLoveCLE ,DExumCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,CLE ,6,20,-20.8,42
KLoveCLE ,TThompsonCLE ,LNanceCLE ,DGarlandCLE ,KPorterCLE ,CLE ,5,20,58.3,36
LAldridgeSAS ,DDeRozanSAS ,PMillsSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,12,20,-26.1,44
LWilliamsLAC ,PBeverleyLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,LAC ,10,20,-11.9,43
LWilliamsLAC ,PGeorgeLAC ,RJacksonLAC ,JGreenLAC ,MHarrellLAC ,LAC ,7,20,-13.3,47
MConleyUTA ,JClarksonUTA ,RO'NealeUTA ,DMitchellUTA ,TBradleyUTA ,UTA ,8,20,-19.5,41
MMorrisDET ,ADrummondDET ,TFrazierDET ,LGallowayDET ,SMykhailiukDET ,DET ,5,20,23.5,42
MMorrisNYK ,BPortisNYK ,DSmithNYK ,DDotsonNYK ,MRobinsonNYK ,NYK ,9,20,27.5,41
MWilliamsCHA ,BBiyomboCHA ,MMonkCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,10,20,18.2,44
NBatumCHA ,BBiyomboCHA ,TRozierCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,10,20,52.9,40
NNoelOKC ,DSchroderOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,LDortOKC ,OKC ,9,20,-12.8,43
PTuckerHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,GClarkHOU ,HOU ,7,20,-11.5,40
RGaySAS ,DDeRozanSAS ,PMillsSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,6,20,21.3,39
