player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
RMcGruderLAC ,JMotleyLAC ,ACoffeyLAC ,TMannLAC ,MKabengeleLAC ,LAC ,2,20,0,40
RRondoLAL ,MMorrisLAL ,ADavisLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,6,20,8.6,47
SCurryDAL ,DPowellDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,DAL ,5,20,-13.3,41
TChandlerHOU ,PTuckerHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,8,20,8.9,42
THarrisPHI ,KO'QuinnPHI ,JEnnisIPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,6,20,18.2,44
TThompsonCLE ,DExumCLE ,LNanceCLE ,CSextonCLE ,KPorterCLE ,CLE ,5,20,-10.5,47
WChandlerBKN ,DJordanBKN ,TLuwawu-CabarrotBKN ,TPinsonBKN ,RKurucsBKN ,BKN ,3,20,4.8,42
AAminuORL ,TRossORL ,MCarter-WilliamsORL ,MFultzORL ,MBambaORL ,ORL ,5,19,-30.4,40
ABurksGSW ,WCauley-SteinGSW ,JEvansGSW ,EPaschallGSW ,JPooleGSW ,GSW ,3,19,-11,45
ADavisLAL ,KCaldwell-PopeLAL ,QCookLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,7,19,-9.5,42
AIguodalaMIA ,GDragicMIA ,JCrowderMIA ,DRobinsonMIA ,CSilvaMIA ,MIA ,3,19,-32.3,40
BWanamakerBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,DTheisBOS ,BOS ,7,19,9.2,42
CLeeDAL ,THardawayDAL ,KPorzingisDAL ,MKleberDAL ,LDoncicDAL ,DAL ,2,19,-2.4,42
CPaulOKC ,DGallinariOKC ,DSchroderOKC ,SAdamsOKC ,TFergusonOKC ,OKC ,13,19,28.5,42
DAugustinORL ,AAminuORL ,TRossORL ,MCarter-WilliamsORL ,MBambaORL ,ORL ,6,19,-3,39
DGallinariOKC ,NNoelOKC ,DSchroderOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,OKC ,11,19,15,42
DHowardLAL ,DGreenLAL ,ABradleyLAL ,ADavisLAL ,ACarusoLAL ,LAL ,11,19,7.2,42
DHowardLAL ,JDudleyLAL ,TDanielsLAL ,QCookLAL ,ACarusoLAL ,LAL ,5,19,-16.6,41
DLeeGSW ,OSpellmanGSW ,KBowmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,6,19,8.7,45
DPowellDAL ,DWrightDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,13,19,49.5,40
DRoseDET ,ADrummondDET ,TSnellDET ,TMakerDET ,SMykhailiukDET ,DET ,3,19,-5.6,36
EMudiayUTA ,GNiangUTA ,TBradleyUTA ,RTuckerUTA ,JMorganUTA ,UTA ,6,19,-11.1,45
GDragicMIA ,KOlynykMIA ,JWinslowMIA ,THerroMIA ,CSilvaMIA ,MIA ,4,19,10,39
GHaywardBOS ,KWalkerBOS ,JBrownBOS ,JTatumBOS ,RWilliamsIBOS ,BOS ,4,19,0.2,42
GHaywardBOS ,MSmartBOS ,JBrownBOS ,SOjeleyeBOS ,DTheisBOS ,BOS ,7,19,41.4,42
IMahinmiWAS ,ISmithWAS ,BBealWAS ,IBongaWAS ,ASchofieldWAS ,WAS ,2,19,-23.7,39
JBareaDAL ,THardawayDAL ,KPorzingisDAL ,DFinney-SmithDAL ,RBroekhoffDAL ,DAL ,1,19,-19.9,42
JGreenUTA ,BBogdanovicUTA ,RGobertUTA ,JInglesUTA ,EMudiayUTA ,UTA ,12,19,59.4,43
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,MTurnerIND ,AHolidayIND ,IND ,14,19,19.8,43
JHolidayNOP ,EMooreNOP ,JOkaforNOP ,JHartNOP ,KWilliamsNOP ,NOP ,5,19,-12,43
JHolidayIND ,TWarrenIND ,MTurnerIND ,DSabonisIND ,MBrogdonIND ,IND ,10,19,26.8,41
JLambIND ,JHolidayIND ,TWarrenIND ,TMcConnellIND ,MTurnerIND ,IND ,15,19,31.1,44
JRandleNYK ,BPortisNYK ,DSmithNYK ,DDotsonNYK ,KKnoxNYK ,NYK ,7,19,-9.7,41
KLowryTOR ,SIbakaTOR ,NPowellTOR ,PMcCawTOR ,PSiakamTOR ,TOR ,10,19,-0.3,41
KLowryTOR ,SIbakaTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,FVanVleetTOR ,TOR ,7,19,-33.3,40
KWalkerBOS ,MSmartBOS ,JBrownBOS ,SOjeleyeBOS ,DTheisBOS ,BOS ,9,19,-4.8,43
LAldridgeSAS ,MBelinelliSAS ,DDeRozanSAS ,BForbesSAS ,DWhiteSAS ,SAS ,9,19,-19.5,41
MConleyUTA ,JGreenUTA ,RGobertUTA ,JInglesUTA ,DMitchellUTA ,UTA ,5,19,-16.2,38
MMorrisNYK ,JRandleNYK ,DSmithNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,8,19,20,44
MMorrisNYK ,JRandleNYK ,FNtilikinaNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,6,19,-2.4,43
MWilliamsCHA ,NBatumCHA ,CZellerCHA ,TRozierCHA ,DGrahamCHA ,CHA ,6,19,18.5,43
PBeverleyLAC ,PGeorgeLAC ,KLeonardLAC ,MHarklessLAC ,MHarrellLAC ,LAC ,10,19,5,42
PTuckerHOU ,EGordonHOU ,JHardenHOU ,ARiversHOU ,DHouseHOU ,HOU ,8,19,9.5,42
PTuckerHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,IHartensteinHOU ,HOU ,7,19,5.1,42
RJacksonDET ,TSnellDET ,LGallowayDET ,CWoodDET ,TMakerDET ,DET ,5,19,19.8,40
RRubioPHX ,ABaynesPHX ,TJohnsonPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,7,19,-2.8,44
SCurryDAL ,DFinney-SmithDAL ,JJacksonDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,6,19,-4,38
SCurryDAL ,DFinney-SmithDAL ,JJacksonDAL ,MKleberDAL ,LDoncicDAL ,DAL ,10,19,-26.1,43
SHillMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,2,19,71.2,37
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,BBogdanovicSAC ,RHolmesSAC ,SAC ,7,19,-20.1,42
TGibsonNYK ,BPortisNYK ,FNtilikinaNYK ,DDotsonNYK ,KKnoxNYK ,NYK ,7,19,-25.6,39
THardawayDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,8,19,-1.9,43
THardawayDAL ,SCurryDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,DAL ,10,19,-4.6,42
THarrisPHI ,JEnnisIPHI ,NPellePHI ,BSimmonsPHI ,MThybullePHI ,PHI ,4,19,-27,39
THarrisPHI ,RNetoPHI ,JEmbiidPHI ,JRichardsonPHI ,FKorkmazPHI ,PHI ,6,19,10.2,36
TYoungCHI ,KDunnCHI ,DValentineCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,5,19,9.6,42
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,LKornetCHI ,CWhiteCHI ,CHI ,11,19,64.3,40
VCarterATL ,ALenATL ,ACrabbeATL ,KHuerterATL ,CReddishATL ,ATL ,6,19,7.5,43
WChandlerBKN ,GTempleBKN ,SDinwiddieBKN ,JHarrisBKN ,JAllenBKN ,BKN ,13,19,-30.6,38
WChandlerBKN ,SDinwiddieBKN ,JHarrisBKN ,CLeVertBKN ,JAllenBKN ,BKN ,11,19,11.7,43
AAminuORL ,NVucevicORL ,EFournierORL ,MFultzORL ,JIsaacORL ,ORL ,8,18,18.9,37
ABaynesPHX ,KOubrePHX ,DBookerPHX ,MBridgesPHX ,EOkoboPHX ,PHX ,10,18,-9.6,38
ABurksGSW ,DGreenGSW ,DRussellGSW ,WCauley-SteinGSW ,DLeeGSW ,GSW ,5,18,2.4,43
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,MChrissGSW ,GSW ,8,18,-19.4,41
AHorfordPHI ,THarrisPHI ,FKorkmazPHI ,SMiltonPHI ,MThybullePHI ,PHI ,9,18,18.1,40
AHorfordPHI ,THarrisPHI ,MScottPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,8,18,48.6,35
ALenATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,6,18,-17,42
BBiyomboCHA ,TRozierCHA ,DBaconCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,18,22.2,37
BBogdanovicUTA ,RGobertUTA ,JClarksonUTA ,JInglesUTA ,EMudiayUTA ,UTA ,10,18,4.8,42
CJosephSAC ,HBarnesSAC ,BBogdanovicSAC ,BHieldSAC ,HGilesISAC ,SAC ,8,18,-34.2,38
CPaulOKC ,NNoelOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,6,18,-6.5,36
DAugustinORL ,TRossORL ,KBirchORL ,WIwunduORL ,MBambaORL ,ORL ,4,18,7.7,39
DBertansWAS ,BBealWAS ,SNapierWAS ,TBryantWAS ,RHachimuraWAS ,WAS ,6,18,10.3,39
DFavorsNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,NMelliNOP ,NOP ,4,18,-16.1,39
DGallinariOKC ,DSchroderOKC ,SAdamsOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,OKC ,11,18,19.8,43
DHowardLAL ,JDudleyLAL ,TDanielsLAL ,QCookLAL ,KKuzmaLAL ,LAL ,5,18,38.6,41
DRoseDET ,LGallowayDET ,TMakerDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,7,18,-14.2,38
EGordonHOU ,JHardenHOU ,ARiversHOU ,CCapelaHOU ,DHouseHOU ,HOU ,11,18,2.2,40
EKanterBOS ,BWanamakerBOS ,JBrownBOS ,JTatumBOS ,SOjeleyeBOS ,BOS ,7,18,2.6,39
EMooreNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,NMelliNOP ,NOP ,6,18,35.6,41
FKaminskyPHX ,DBookerPHX ,MBridgesPHX ,JCarterPHX ,CJohnsonPHX ,PHX ,8,18,32.4,39
GHaywardBOS ,EKanterBOS ,BWanamakerBOS ,JTatumBOS ,SOjeleyeBOS ,BOS ,4,18,22.2,37
HBarnesSAC ,BBogdanovicSAC ,BHieldSAC ,DFoxSAC ,HGilesISAC ,SAC ,8,18,-13.7,41
HWhitesidePOR ,DLillardPOR ,KBazemorePOR ,ASimonsPOR ,NLittlePOR ,POR ,11,18,2.4,42
HWhitesidePOR ,DLillardPOR ,KBazemorePOR ,MHezonjaPOR ,ASimonsPOR ,POR ,12,18,-8.8,44
IMahinmiWAS ,IThomasWAS ,GPaytonWAS ,TBrownWAS ,JWilliamsWAS ,WAS ,3,18,-36.4,38
IMahinmiWAS ,IThomasWAS ,JMcRaeWAS ,GPaytonWAS ,TBrownWAS ,WAS ,3,18,20.5,44
ISmithWAS ,DBertansWAS ,BBealWAS ,TBrownWAS ,MWagnerWAS ,WAS ,13,18,-21.4,42
ISmithWAS ,JMcRaeWAS ,APasecniksWAS ,TBrownWAS ,IBongaWAS ,WAS ,4,18,30.1,40
JButlerMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,THerroMIA ,MIA ,12,18,36.4,43
JHolidayIND ,DMcDermottIND ,ESumnerIND ,AHolidayIND ,GBitadzeIND ,IND ,2,18,22,36
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,TLeafIND ,GBitadzeIND ,IND ,3,18,78.8,40
JRedickNOP ,EMooreNOP ,LBallNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,4,18,0,38
JRedickNOP ,JHolidayNOP ,BIngramNOP ,JHartNOP ,NMelliNOP ,NOP ,6,18,-28.5,42
JRedickNOP ,JHolidayNOP ,DFavorsNOP ,EMooreNOP ,KWilliamsNOP ,NOP ,2,18,5.8,40
JTeagueATL ,DJonesATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,ATL ,5,18,-36.3,37
JTeagueMIN ,GDiengMIN ,AWigginsMIN ,KBates-DiopMIN ,JOkogieMIN ,MIN ,6,18,3.4,37
JTeagueMIN ,NVonlehMIN ,KBates-DiopMIN ,JOkogieMIN ,KMartinMIN ,MIN ,3,18,7.6,40
KAndersonMEM ,TJonesMEM ,GAllenMEM ,BClarkeMEM ,MGuduricMEM ,MEM ,5,18,6.6,43
KIrvingBKN ,SDinwiddieBKN ,JHarrisBKN ,CLeVertBKN ,JAllenBKN ,BKN ,9,18,16.7,38
KLoveCLE ,TThompsonCLE ,BKnightCLE ,COsmanCLE ,CSextonCLE ,CLE ,5,18,2.4,38
KLowryTOR ,SIbakaTOR ,NPowellTOR ,PMcCawTOR ,OAnunobyTOR ,TOR ,5,18,31.5,40
KOlynykMIA ,DRobinsonMIA ,KNunnMIA ,THerroMIA ,CSilvaMIA ,MIA ,4,18,27.8,37
LWilliamsLAC ,PGeorgeLAC ,KLeonardLAC ,JGreenLAC ,MHarrellLAC ,LAC ,11,18,34.9,40
MHezonjaPOR ,CSwaniganPOR ,ASimonsPOR ,WGabrielPOR ,NLittlePOR ,POR ,4,18,53,38
MMorrisNYK ,EPaytonNYK ,JRandleNYK ,BPortisNYK ,DDotsonNYK ,NYK ,8,18,-13.7,42
MScottPHI ,JEmbiidPHI ,BSimmonsPHI ,FKorkmazPHI ,MThybullePHI ,PHI ,10,18,22.1,44
MScottPHI ,NPellePHI ,JRichardsonPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,4,18,0,34
NBjelicaSAC ,CJosephSAC ,KBazemoreSAC ,BHieldSAC ,YFerrellSAC ,SAC ,4,18,43.3,37
PBeverleyLAC ,PGeorgeLAC ,KLeonardLAC ,JGreenLAC ,MHarrellLAC ,LAC ,8,18,28.2,39
PPattersonLAC ,JGreenLAC ,RMcGruderLAC ,LShametLAC ,ACoffeyLAC ,LAC ,3,18,-46.2,40
PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,BMcLemoreHOU ,RCovingtonHOU ,HOU ,5,18,28.9,39
RCovingtonMIN ,SNapierMIN ,NVonlehMIN ,AWigginsMIN ,JOkogieMIN ,MIN ,7,18,-15.5,40
RGobertUTA ,JClarksonUTA ,JInglesUTA ,RO'NealeUTA ,DMitchellUTA ,UTA ,9,18,7.3,36
RHollis-JeffersonTOR ,PSiakamTOR ,CBoucherTOR ,TDavisTOR ,MThomasTOR ,TOR ,4,18,75.7,36
RLopezMIL ,GHillMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,10,18,14.3,41
RRubioPHX ,DSaricPHX ,KOubrePHX ,MBridgesPHX ,DAytonPHX ,PHX ,3,18,-14.3,42
SCurryDAL ,BMarjanovicDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,4,18,0.1,39
SCurryDAL ,KPorzingisDAL ,JJacksonDAL ,MKleberDAL ,LDoncicDAL ,DAL ,5,18,10.7,37
SIbakaTOR ,NPowellTOR ,PSiakamTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,10,18,35.6,44
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,RHolmesSAC ,BHieldSAC ,SAC ,9,18,-1.9,38
TGibsonNYK ,JRandleNYK ,DSmithNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,4,18,-11.6,38
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,14,18,27.9,44
THardawayDAL ,SCurryDAL ,DWrightDAL ,DFinney-SmithDAL ,MKleberDAL ,DAL ,7,18,8.5,37
THarrisPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,9,18,-21.3,47
THarrisPHI ,MScottPHI ,TBurkePHI ,JEmbiidPHI ,JRichardsonPHI ,PHI ,5,18,14.7,35
TJonesMEM ,DBrooksMEM ,JJacksonMEM ,DMeltonMEM ,BClarkeMEM ,MEM ,9,18,-9.6,44
TSefoloshaHOU ,PTuckerHOU ,EGordonHOU ,ARiversHOU ,DHouseHOU ,HOU ,4,18,-14.8,44
TThompsonCLE ,JClarksonCLE ,LNanceCLE ,CSextonCLE ,KPorterCLE ,CLE ,11,18,-14.4,35
TYoungCHI ,KDunnCHI ,LKornetCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,5,18,27,41
TYoungCHI ,KDunnCHI ,RArcidiaconoCHI ,LKornetCHI ,CWhiteCHI ,CHI ,10,18,26.2,42
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,LMarkkanenCHI ,CHutchisonCHI ,CHI ,7,18,-22.2,45
TYoungCHI ,ZLaVineCHI ,RArcidiaconoCHI ,LKornetCHI ,CWhiteCHI ,CHI ,7,18,5.7,36
VCarterATL ,ALenATL ,ACrabbeATL ,TYoungATL ,CReddishATL ,ATL ,5,18,0,40
WEllingtonNYK ,RBullockNYK ,BPortisNYK ,FNtilikinaNYK ,KKnoxNYK ,NYK ,3,18,0,39
ABaynesPHX ,DBookerPHX ,MBridgesPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,9,17,3.4,36
ABaynesPHX ,DBookerPHX ,MBridgesPHX ,TJeromePHX ,CJohnsonPHX ,PHX ,3,17,-13.5,37
ABurksGSW ,DRussellGSW ,MChrissGSW ,OSpellmanGSW ,JPooleGSW ,GSW ,8,17,-4.6,38
AHorfordPHI ,THarrisPHI ,MScottPHI ,JEnnisIPHI ,BSimmonsPHI ,PHI ,8,17,-11.2,39
BBealWAS ,SNapierWAS ,JRobinsonWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,4,17,-33.4,36
BWanamakerBOS ,CEdwardsBOS ,GWilliamsBOS ,VPoirierBOS ,JGreenBOS ,BOS ,4,17,-38.9,39
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,KBazemorePOR ,GTrentPOR ,POR ,4,17,-26.3,35
CDialloPHX ,MBridgesPHX ,JCarterPHX ,EOkoboPHX ,TJeromePHX ,PHX ,3,17,8.1,35
CMcCollumPOR ,MHezonjaPOR ,CSwaniganPOR ,ASimonsPOR ,GTrentPOR ,POR ,4,17,-28.9,36
DAugustinORL ,NVucevicORL ,TRossORL ,EFournierORL ,JIsaacORL ,ORL ,8,17,2.5,36
DAugustinORL ,TRossORL ,EFournierORL ,KBirchORL ,MBambaORL ,ORL ,4,17,-2.6,37
DBertansWAS ,IThomasWAS ,BBealWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,2,17,17.7,38
DDeRozanSAS ,PMillsSAS ,JPoeltlSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,7,17,56.3,38
DJordanBKN ,CLeVertBKN ,TLuwawu-CabarrotBKN ,RKurucsBKN ,CChiozzaBKN ,BKN ,1,17,72.2,36
DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,DMusaBKN ,NClaxtonBKN ,BKN ,2,17,-22.9,40
DLillardPOR ,CSwaniganPOR ,ASimonsPOR ,GTrentPOR ,NLittlePOR ,POR ,5,17,3.9,41
DPowellDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,7,17,-42.9,35
DRoseDET ,LGallowayDET ,CWoodDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,6,17,-5.7,36
DRussellMIN ,KTownsMIN ,MBeasleyMIN ,JHernangomezMIN ,JOkogieMIN ,MIN ,1,17,-22,41
DSaricPHX ,DBookerPHX ,MBridgesPHX ,DAytonPHX ,EOkoboPHX ,PHX ,9,17,14,37
DSchroderOKC ,SAdamsOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,14,17,22.4,39
GDiengMIN ,RCovingtonMIN ,SNapierMIN ,AWigginsMIN ,TGrahamMIN ,MIN ,5,17,14.8,35
GDragicMIA ,JButlerMIA ,KOlynykMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,7,17,5.7,35
GDragicMIA ,JButlerMIA ,KOlynykMIA ,THerroMIA ,CSilvaMIA ,MIA ,7,17,53.6,34
GHaywardBOS ,BWanamakerBOS ,JBrownBOS ,JTatumBOS ,DTheisBOS ,BOS ,6,17,3.3,34
IMahinmiWAS ,ISmithWAS ,DBertansWAS ,BBealWAS ,RHachimuraWAS ,WAS ,8,17,-16.9,38
ISmithWAS ,DBertansWAS ,GPaytonWAS ,APasecniksWAS ,TBrownWAS ,WAS ,4,17,-21.3,41
JCrowderMEM ,SHillMEM ,DBrooksMEM ,JMorantMEM ,BClarkeMEM ,MEM ,8,17,2.6,41
JDudleyLAL ,JMcGeeLAL ,TDanielsLAL ,QCookLAL ,ACarusoLAL ,LAL ,4,17,13.9,37
JGreenUTA ,RGobertUTA ,JInglesUTA ,EMudiayUTA ,DMitchellUTA ,UTA ,8,17,1.6,39
JGreenHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,4,17,-32.3,39
JRedickNOP ,DFavorsNOP ,BIngramNOP ,LBallNOP ,FJacksonNOP ,NOP ,5,17,18.4,37
JRedickNOP ,JHolidayNOP ,DFavorsNOP ,BIngramNOP ,JHartNOP ,NOP ,10,17,12.1,40
JRedickNOP ,JHolidayNOP ,DFavorsNOP ,JHartNOP ,KWilliamsNOP ,NOP ,3,17,19.4,37
JRedickNOP ,JHolidayNOP ,JOkaforNOP ,BIngramNOP ,JHartNOP ,NOP ,7,17,8.3,36
JRedickNOP ,JHolidayNOP ,LBallNOP ,JHartNOP ,JHayesNOP ,NOP ,12,17,16.2,41
KKorverMIL ,BLopezMIL ,GHillMIL ,WMatthewsMIL ,GAntetokounmpoMIL ,MIL ,6,17,14.5,41
KKorverMIL ,BLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,MIL ,14,17,20.9,42
KLoveCLE ,ADrummondCLE ,MDellavedovaCLE ,LNanceCLE ,CSextonCLE ,CLE ,2,17,27.8,36
KLoveCLE ,BKnightCLE ,JClarksonCLE ,LNanceCLE ,KPorterCLE ,CLE ,3,17,-48.3,36
KLowryTOR ,SIbakaTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,TDavisTOR ,TOR ,8,17,-25.6,38
KWalkerBOS ,JBrownBOS ,JTatumBOS ,DTheisBOS ,GWilliamsBOS ,BOS ,7,17,-5.2,34
LJamesLAL ,DHowardLAL ,RRondoLAL ,JDudleyLAL ,ABradleyLAL ,LAL ,2,17,8.6,34
LWilliamsLAC ,JGreenLAC ,MHarrellLAC ,JRobinsonLAC ,TMannLAC ,LAC ,6,17,-9.2,43
LWilliamsLAC ,PBeverleyLAC ,PPattersonLAC ,MHarrellLAC ,LShametLAC ,LAC ,8,17,-12.7,45
MBelinelliSAS ,DDeRozanSAS ,DMurraySAS ,JPoeltlSAS ,BForbesSAS ,SAS ,7,17,-11.9,39
MChrissGSW ,DLeeGSW ,KBowmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,6,17,-10.5,38
MConleyUTA ,BBogdanovicUTA ,RO'NealeUTA ,DMitchellUTA ,TBradleyUTA ,UTA ,2,17,23.8,39
MHarklessNYK ,EPaytonNYK ,JRandleNYK ,BPortisNYK ,RBarrettNYK ,NYK ,6,17,-15.2,41
MWilliamsCHA ,BBiyomboCHA ,MMonkCHA ,DBaconCHA ,DGrahamCHA ,CHA ,5,17,-41.2,37
MWilliamsCHA ,NBatumCHA ,CZellerCHA ,MMonkCHA ,DGrahamCHA ,CHA ,8,17,12.5,40
MWilliamsCHA ,NBatumCHA ,TRozierCHA ,MMonkCHA ,PWashingtonCHA ,CHA ,6,17,32.6,37
NVucevicORL ,TRossORL ,EFournierORL ,MFultzORL ,JIsaacORL ,ORL ,8,17,-16.2,37
PTuckerHOU ,JHardenHOU ,BMcLemoreHOU ,RCovingtonHOU ,DHouseHOU ,HOU ,3,17,-11.8,34
PTuckerHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,CCapelaHOU ,HOU ,5,17,10.8,37
RGaySAS ,DDeRozanSAS ,DMurraySAS ,JPoeltlSAS ,BForbesSAS ,SAS ,15,17,-9.5,35
RGaySAS ,DDeRozanSAS ,PMillsSAS ,DMurraySAS ,JPoeltlSAS ,SAS ,13,17,9.6,38
RGaySAS ,MBelinelliSAS ,PMillsSAS ,JPoeltlSAS ,LWalkerSAS ,SAS ,3,17,44,38
RGaySAS ,PMillsSAS ,DMurraySAS ,JPoeltlSAS ,LWalkerSAS ,SAS ,9,17,0.4,38
RRondoLAL ,JMcGeeLAL ,ABradleyLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,2,17,12.9,34
RRubioPHX ,DSaricPHX ,KOubrePHX ,FKaminskyPHX ,CJohnsonPHX ,PHX ,4,17,5.1,41
RRubioPHX ,TJohnsonPHX ,KOubrePHX ,MBridgesPHX ,DAytonPHX ,PHX ,6,17,14.5,35
TArizaSAC ,CJosephSAC ,HBarnesSAC ,RHolmesSAC ,DFoxSAC ,SAC ,6,17,12.4,39
TArizaSAC ,NBjelicaSAC ,HBarnesSAC ,BBogdanovicSAC ,YFerrellSAC ,SAC ,2,17,3.2,30
TArizaSAC ,NBjelicaSAC ,RHolmesSAC ,BHieldSAC ,DFoxSAC ,SAC ,10,17,5.6,40
TGibsonNYK ,JRandleNYK ,FNtilikinaNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,5,17,8,36
TGibsonNYK ,RBullockNYK ,EPaytonNYK ,JRandleNYK ,FNtilikinaNYK ,NYK ,3,17,-8.2,36
THarrisPHI ,JEmbiidPHI ,BSimmonsPHI ,FKorkmazPHI ,MThybullePHI ,PHI ,10,17,-2.6,38
THarrisPHI ,KO'QuinnPHI ,BSimmonsPHI ,FKorkmazPHI ,MThybullePHI ,PHI ,6,17,-17.2,40
TJohnsonPHX ,KOubrePHX ,FKaminskyPHX ,DBookerPHX ,MBridgesPHX ,PHX ,4,17,-33.5,35
TJohnsonPHX ,KOubrePHX ,FKaminskyPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,5,17,-10.3,40
TRozierCHA ,MMonkCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,12,17,-14.9,36
TSatoranskyCHI ,ZLaVineCHI ,LMarkkanenCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,10,17,5.3,40
TThompsonCLE ,COsmanCLE ,AMcKinnieCLE ,CSextonCLE ,DGarlandCLE ,CLE ,8,17,-24.3,37
TYoungCHI ,TSatoranskyCHI ,DValentineCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,10,17,-26.8,34
TYoungCHI ,TSatoranskyCHI ,OPorterCHI ,ZLaVineCHI ,LKornetCHI ,CHI ,4,17,13.5,36
TYoungCHI ,TSatoranskyCHI ,OPorterCHI ,ZLaVineCHI ,WCarterCHI ,CHI ,3,17,12.5,40
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,RArcidiaconoCHI ,LKornetCHI ,CHI ,6,17,-33.3,36
VCarterATL ,JTeagueATL ,JCollinsATL ,KHuerterATL ,DHunterATL ,ATL ,8,17,2.6,37
VCarterATL ,JTeagueATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,ATL ,3,17,-17.6,36
WChandlerBKN ,DJordanBKN ,CLeVertBKN ,TLuwawu-CabarrotBKN ,RKurucsBKN ,BKN ,2,17,-39.5,38
WChandlerBKN ,DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,TLuwawu-CabarrotBKN ,BKN ,9,17,30.8,37
