cluster,Player,Pos,player_code,Season,G,GS,MP,Height,PER,ORBrate,DRBrate,ASTrate,STLrate,BLKrate,TOVrate,PTS,USGrate,FTr,FT_perc,FGA,FGperc2P,FGperc3P,2PTperc_Assisted,FGAperc3P,CornerPerc3PA,3PTperc_Assisted,DunkspercFGA,FGAperc0to3,FGAperc3to10,FGAperc10to16,FGAperc16to3P,poss,mp,raptor_total,war_reg_season,predator_total,pace_impact
Traditional Bigs,Lavoy Allen,PF,allenla01,2014,14,0,112,81,17.5,13.7,20.1,9,0.9,4.1,9.4,18.5,17.3,0.294,0.6,15.8,0.5,0,0.824,0,0,0,0,0.353,0.294,0.206,0.147,2309,1087,-3.02716405,-0.208787164,-4.273390438,0.081618426
Rim-Running Athletic Bigs,Lavoy Allen,C,allenla01,2015,63,0,1070,81,14.9,12.8,20.5,10.9,0.7,3.1,11.1,15.2,15.2,0.157,0.702,14.4,0.472,0,0.674,0,0,0,0.03,0.308,0.224,0.09,0.378,2116,1070,1.241134083,2.164894374,-0.187982566,-0.612720494
Traditional Bigs,Lavoy Allen,PF,allenla01,2016,79,28,1599,81,12.4,11.1,17.8,7.1,0.8,2.1,14.6,13.3,13,0.197,0.63,11.5,0.516,0,0.691,0,0,0,0.081,0.381,0.273,0.103,0.243,3305,1650,-1.191297881,1.450783119,-1.660243314,-1.102126113
Traditional Bigs,Lavoy Allen,PF,allenla01,2017,61,5,871,81,11.6,13.7,14.5,9.1,1,2.4,13.7,10.2,10.9,0.196,0.697,9.7,0.461,0,0.74,0.006,0,0,0.03,0.357,0.256,0.06,0.321,1806,882,-1.279300898,0.63611547,-3.269205136,-0.621853795
Rim-Running Athletic Bigs,Malik Allen,PF,allenma01,2003,80,73,2318,82,9.9,6.5,14.9,4.4,0.9,2.6,13.2,18.1,19.7,0.153,0.802,18.6,0.426,0,0.639,0.005,0.25,0,0.027,0.119,0.222,0.261,0.394,4289,2318,-5.460405799,-3.19988899,-5.422351541,-0.159580676
Traditional Bigs,Malik Allen,PF,allenma01,2004,45,6,616,82,10.5,7.9,14.7,4.7,1.1,3.6,11.3,16.9,18.3,0.167,0.758,17.5,0.419,0,0.675,0,0,0,0.01,0.111,0.177,0.232,0.48,1393,754,-3.725553794,-0.564060398,-4.532639308,0.031062919
Traditional Bigs,Malik Allen,PF,allenma01,2005,14,0,248,82,13.6,11.8,12.7,7,0.9,3.3,11.8,17.7,17.5,0.184,0.929,16.2,0.461,0,0.571,0,0,0,0.066,0.184,0.158,0.224,0.434,1002,519,-3.897756667,-0.30173692,-4.670800957,-0.424596767
Traditional Bigs,Malik Allen,PF,allenma01,2005,22,1,271,82,14.8,6.4,13.8,4.6,1,3.1,6.1,21.3,18.7,0.139,0.929,19.4,0.485,0,0.694,0,0,0,0.02,0.119,0.109,0.287,0.485,1002,519,-3.897756667,-0.30173692,-4.670800957,-0.424596767
Traditional Bigs,Malik Allen,PF,allenma01,2006,54,20,701,82,11.5,7.2,15.7,4.9,1,1.8,11.4,19.6,19.2,0.154,0.605,18.2,0.488,1,0.725,0.004,0,0,0.028,0.186,0.186,0.291,0.332,1603,817,-2.969532334,0.002883512,-3.853336353,0.122784749
Traditional Bigs,Malik Allen,PF,allenma01,2007,60,1,638,82,10.4,7.6,13.7,4.2,1.4,2,7.1,19.4,20.5,0.132,0.824,20.7,0.416,0,0.71,0.004,0,0,0.004,0.178,0.167,0.244,0.407,1322,672,-3.925025041,-0.229939042,-4.400502746,0.126281381
Stretch Forwards,Malik Allen,PF,allenma01,2008,48,12,763,82,10.1,6.4,13.1,6.8,1,2.1,10.7,17.9,17.9,0.05,0.923,17.9,0.475,0.5,0.756,0.008,0,1,0.004,0.123,0.069,0.195,0.605,2137,1114,-4.32797388,-0.820194908,-4.757713928,0.308543456
Traditional Bigs,Malik Allen,PF,allenma01,2008,25,4,333,82,9.1,8.6,14.8,6.7,0.6,2.2,15.4,12.3,11.8,0.182,0.917,10.6,0.5,0,0.727,0,0,0,0.03,0.152,0.076,0.197,0.576,2137,1114,-4.32797388,-0.820194908,-4.757713928,0.308543456
Traditional Bigs,Malik Allen,PF,allenma01,2009,49,3,579,82,7.3,6.8,14.5,9.5,0.6,1.7,10,14,15.4,0.124,0.476,15.2,0.432,0,0.753,0.006,0,0,0.029,0.176,0.076,0.288,0.453,1130,579,-4.141422514,-0.412587964,-4.930303815,0.350787929
Stretch Forwards,Malik Allen,PF,allenma01,2010,51,3,456,82,5.9,9.2,11.5,5.1,1.2,0.8,15.3,11.7,14,0.112,0.923,12.9,0.409,0.167,0.622,0.052,0.667,1,0.017,0.198,0.06,0.112,0.578,933,467,-7.08922486,-1.05901744,-7.374411631,0.401378274
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2001,82,82,3129,77,22.9,3.7,11.8,20.4,2.1,0.5,12.1,30.1,24.4,0.299,0.888,21.8,0.506,0.433,0.437,0.357,0.27,0.856,0.027,0.235,0.086,0.183,0.14,7502,3897,7.162584739,15.17248718,7.200898599,-0.375824893
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2002,69,67,2525,77,21.6,3.9,10.1,19.4,1.9,0.5,11.2,31.7,26.2,0.213,0.873,24.2,0.485,0.434,0.449,0.46,0.25,0.769,0.028,0.167,0.089,0.176,0.108,4799,2525,4.765134661,9.668144917,5.111867168,-0.125753939
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2003,47,46,1683,77,19.9,3.1,12.1,17.5,1.8,0.5,11.6,31.6,27.8,0.243,0.913,25.3,0.463,0.395,0.412,0.387,0.228,0.805,0.017,0.161,0.123,0.202,0.127,5426,2880,5.132357901,11.82030983,5.464780963,1.669054827
High Usage Guards,Ray Allen,SG,allenra02,2003,29,29,1197,77,23.3,4.7,11.4,27.3,2.1,0.2,11.5,32.3,27.7,0.268,0.92,25.5,0.5,0.351,0.213,0.396,0.261,0.782,0.023,0.171,0.132,0.161,0.139,5426,2880,5.132357901,11.82030983,5.464780963,1.669054827
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2004,56,56,2152,77,21.7,3.8,11.8,23.3,1.8,0.4,12.1,31.9,27.8,0.266,0.904,25.2,0.468,0.392,0.371,0.372,0.225,0.797,0.021,0.181,0.138,0.146,0.164,4077,2152,4.704111261,8.168874616,5.015536352,-0.171238458
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2005,78,78,3064,77,20.9,3.2,10.7,18.1,1.5,0.1,9.2,33.3,28,0.286,0.883,26.6,0.459,0.376,0.311,0.372,0.185,0.804,0.021,0.185,0.103,0.138,0.201,6490,3500,4.726854493,11.143558,5.155499848,-0.184185368
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2006,78,78,3022,77,22.2,2.8,10.6,17.2,1.8,0.4,10.2,33.9,27.4,0.239,0.903,26,0.486,0.412,0.337,0.435,0.17,0.751,0.011,0.145,0.1,0.123,0.197,5833,3022,5.029206648,11.95595668,5.534061136,-0.29193808
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2007,55,55,2219,77,21.6,3.1,10.4,19,1.9,0.4,10.7,34.3,29.5,0.268,0.903,27.2,0.479,0.372,0.306,0.384,0.181,0.806,0.008,0.181,0.09,0.129,0.215,4293,2219,3.42299355,6.980906547,4.125808532,-0.103152594
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2008,73,73,2624,77,16.4,3.6,8.3,14.6,1.3,0.5,10.4,25.6,21.6,0.24,0.907,19.8,0.485,0.398,0.537,0.458,0.263,0.806,0.009,0.2,0.08,0.092,0.169,6813,3611,3.199778621,7.945213517,3.378460723,-0.279015922
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2009,79,79,2876,77,17.3,2.9,8.6,12.6,1.3,0.4,10.4,26.5,20.8,0.239,0.952,19.2,0.542,0.409,0.54,0.467,0.379,0.925,0.003,0.188,0.058,0.096,0.191,6567,3441,5.082526761,11.9758198,4.859417964,-0.306703283
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2010,80,80,2819,77,15.2,2,8.8,12.3,1.2,0.7,10.6,24.2,20.2,0.26,0.913,18.1,0.556,0.363,0.643,0.41,0.286,0.917,0.01,0.224,0.085,0.084,0.196,7180,3744,2.999471315,7.754880783,2.835408269,-0.064129727
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2011,80,80,2890,77,16.4,2.3,9,12.7,1.4,0.4,9.8,24.3,19.8,0.224,0.881,18,0.52,0.444,0.622,0.387,0.392,0.958,0.015,0.173,0.085,0.121,0.235,6183,3251,3.407480901,8.343761065,3.289086292,-0.554527411
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2012,46,42,1565,77,14.8,1.1,9.2,11.8,1.7,0.4,11.2,22.2,18.6,0.215,0.915,16.7,0.463,0.453,0.642,0.475,0.368,0.934,0.006,0.148,0.085,0.103,0.189,4121,2181,0.988021888,3.333654125,1.29226461,-0.104142915
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2013,79,0,2035,77,14.7,2.6,10.1,10.2,1.7,0.6,12.5,22.5,19.3,0.243,0.886,16.9,0.48,0.419,0.497,0.51,0.41,0.95,0.006,0.194,0.083,0.104,0.109,4943,2608,0.254038449,3.080055865,0.401933979,-0.053629818
3PT Shooting Swingmen,Ray Allen,SG,allenra02,2014,73,9,1936,77,12.8,1.6,11.4,11.1,1.5,0.4,12.4,19.1,16.8,0.214,0.905,14.8,0.53,0.375,0.516,0.569,0.411,0.957,0.011,0.166,0.063,0.087,0.118,4672,2463,0.202686087,2.459532323,0.524708581,-0.692027827
3PT Shooting Swingmen,Tony Allen,SG,allento01,2005,77,34,1262,76,14.7,8,12.3,8.2,3.1,1.4,14.5,20.1,18.9,0.393,0.737,15.8,0.483,0.387,0.547,0.08,0.645,1,0.103,0.574,0.132,0.041,0.173,2644,1352,2.280403435,3.477082842,1.871912826,0.470249632
3PT Shooting Swingmen,Tony Allen,PG,allento01,2006,51,9,978,76,12.9,4.1,9.6,11.2,2.7,1.4,16.8,19.6,18.8,0.489,0.746,14.6,0.492,0.324,0.466,0.124,0.471,0.909,0.044,0.544,0.153,0.058,0.12,1900,978,-0.490150618,1.135921786,-0.284306616,0.675445451
3PT Shooting Swingmen,Tony Allen,SG,allento01,2007,33,18,805,76,17,5.1,13.6,12.5,3.2,1.2,19.1,24.6,22.1,0.517,0.784,16.8,0.553,0.242,0.448,0.127,0.364,0.875,0.066,0.548,0.124,0.062,0.139,1561,805,1.877473403,1.914011258,1.813876451,0.658790791
3PT Shooting Swingmen,Tony Allen,SG,allento01,2008,75,11,1373,76,10.7,3.1,11,13.1,2.4,1.3,18.9,19,19.6,0.465,0.762,15,0.455,0.316,0.49,0.147,0.456,1,0.049,0.491,0.149,0.067,0.147,2748,1438,0.334907469,2.172133579,-0.334745107,0.740892357
3PT Shooting Swingmen,Tony Allen,SG,allento01,2009,46,2,887,76,12.9,3.2,10.7,12,3.2,2.1,18.8,21.5,21.5,0.384,0.725,17,0.51,0.222,0.519,0.095,0.407,1,0.063,0.585,0.173,0.049,0.099,1806,947,-0.033335119,1.333053435,-0.30619233,0.694804696
Ball Dominant Playmakers,Tony Allen,SG,allento01,2010,54,8,889,76,14.2,7.4,12.5,13,3.5,1.7,17.8,19.4,19.6,0.47,0.605,14.9,0.52,0,0.628,0.02,0.2,0,0.063,0.64,0.142,0.071,0.126,2451,1280,0.807000558,1.436322594,0.544026968,0.798950443
3PT Shooting Swingmen,Tony Allen,SG,allento01,2011,72,31,1494,76,18.3,5.5,9.9,10.9,4.5,2.4,13.1,22.5,19.9,0.37,0.753,17.2,0.527,0.174,0.575,0.047,0.565,1,0.079,0.545,0.234,0.049,0.126,3557,1844,3.448986371,5.327618525,3.721878054,0.596766274
3PT Shooting Swingmen,Tony Allen,SG,allento01,2012,58,57,1525,76,15.7,7.4,10.6,8.3,3.6,1.8,15.2,19.7,18.4,0.391,0.8,15.5,0.479,0.308,0.619,0.058,0.577,1,0.033,0.533,0.167,0.071,0.17,3232,1695,3.642507862,5.137611176,3.460556045,0.279450949
3PT Shooting Swingmen,Tony Allen,SG,allento01,2013,79,79,2109,76,13.2,6.6,13.8,7.6,3.1,1.7,11.5,18.1,17.8,0.293,0.717,16.4,0.458,0.125,0.637,0.038,0.625,1,0.08,0.52,0.149,0.063,0.23,4715,2531,2.078995141,4.290591676,2.330264984,0.274406696
3PT Shooting Swingmen,Tony Allen,SG,allento01,2014,55,28,1278,76,15.6,7.3,12,11.7,3.8,1.2,16.2,20.7,20.1,0.293,0.628,17.3,0.527,0.234,0.58,0.114,0.596,1,0.048,0.562,0.123,0.048,0.153,2906,1508,2.879900929,3.537130126,2.945528537,0.958306405
3PT Shooting Swingmen,Tony Allen,SG,allento01,2015,63,41,1648,76,14.6,7.2,12.2,8.1,4.1,1.5,14.4,17.1,16.6,0.277,0.627,14.4,0.505,0.345,0.595,0.064,0.621,1,0.053,0.69,0.165,0.031,0.051,3807,1927,4.397829711,5.975577723,4.985522089,0.70850063
3PT Shooting Swingmen,Tony Allen,SG,allento01,2016,64,57,1620,76,12.9,7,14.1,6.9,3.5,1,12.8,17,16.8,0.294,0.652,14.9,0.468,0.357,0.58,0.09,0.714,0.933,0.051,0.582,0.168,0.047,0.113,3347,1714,0.711888546,2.687354587,1.376166799,0.072291154
3PT Shooting Swingmen,Tony Allen,SG,allento01,2017,71,66,1914,76,13.3,9.6,13.8,8.4,3.1,1.4,13.3,17.5,17.9,0.218,0.615,16.2,0.479,0.278,0.552,0.091,0.704,1,0.027,0.652,0.166,0.03,0.061,3722,1914,1.505858626,4.148433717,2.396403,-0.177237662
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2011,81,14,1452,80,9.6,6.1,15.4,6.4,2.1,1.3,18.3,16.3,17.3,0.293,0.773,14.5,0.437,0.315,0.443,0.352,0.385,0.978,0.081,0.315,0.175,0.037,0.121,2839,1452,-3.083329939,-0.247588017,-3.572242212,0.246721885
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2012,66,21,1477,80,10.6,7.8,16.9,7.2,2.2,1.9,18,14.7,16.2,0.312,0.754,13.4,0.431,0.277,0.591,0.129,0.34,1,0.11,0.389,0.205,0.077,0.2,2748,1477,-0.135808705,1.972862338,-0.707659808,0.13586737
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2013,76,71,2066,80,13.7,7.9,26.2,7.8,2.4,2.1,17.8,14.6,14.6,0.289,0.737,12.4,0.486,0.211,0.71,0.04,0.421,1,0.19,0.489,0.224,0.08,0.167,3853,2066,1.652999345,4.628016392,1.292488246,-0.262135629
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2014,80,65,2045,80,13.2,7.2,21.2,8.4,2.1,1.6,13.7,14.6,14.3,0.277,0.664,12.6,0.496,0.271,0.674,0.097,0.625,1,0.087,0.453,0.204,0.04,0.202,4013,2045,-0.858179298,1.966334705,-0.645811339,-0.365099976
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2015,74,3,1366,80,14.4,9.1,18.4,6.1,2.6,3.7,11.9,15.2,15.2,0.331,0.712,13.2,0.485,0.274,0.673,0.347,0.5,1,0.132,0.406,0.14,0.036,0.07,3128,1516,3.028464842,3.393479392,2.965486259,0.25233974
Stretch Forwards,Al-Farouq Aminu,SF,aminual01,2016,82,82,2341,80,12.7,4.5,18.6,8.8,1.5,1.8,13.2,17.9,16.9,0.217,0.737,15.4,0.468,0.361,0.595,0.485,0.41,0.921,0.061,0.252,0.121,0.047,0.095,5573,2713,0.81340127,3.140314263,1.180556647,0.49729787
Stretch Forwards,Al-Farouq Aminu,PF,aminual01,2017,61,25,1773,80,11.3,4.8,23.5,7.9,1.7,2,15.2,14.9,15.4,0.292,0.706,13.1,0.445,0.33,0.46,0.455,0.358,1,0.058,0.32,0.133,0.03,0.06,3847,1886,1.207186518,3.619383246,1.586338601,-0.333967639
Stretch Forwards,Al-Farouq Aminu,PF,aminual01,2018,69,67,2072,80,12,5.2,22.3,5.8,1.9,1.6,11.3,15.5,14.8,0.137,0.738,14,0.432,0.369,0.486,0.582,0.28,0.96,0.041,0.215,0.12,0.026,0.057,4526,2203,1.486912268,4.514393812,1.916219799,-0.235608152
Stretch Forwards,Al-Farouq Aminu,PF,aminual01,2019,81,81,2292,80,13.2,5.3,22.6,6,1.4,1.2,9.7,16.1,13.7,0.292,0.867,12.5,0.514,0.343,0.516,0.472,0.311,1,0.079,0.351,0.105,0.029,0.044,5656,2691,0.935983728,4.838685585,0.972153397,-0.591088532
Stretch Forwards,Lou Amundson,PF,amundlo01,2007,1,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,89,-4.810152084,-0.093914337,-5.426076576,0.610615256
Traditional Bigs,Lou Amundson,PF,amundlo01,2007,10,0,87,81,9.8,18,20.6,1.7,0.6,7.1,20.5,9.7,13,0.667,0.4,9.1,0.4,0,0.833,0,0,0,0.2,0.8,0.067,0.133,0,170,89,-4.810152084,-0.093914337,-5.426076576,0.610615256
Traditional Bigs,Lou Amundson,PF,amundlo01,2009,76,0,1044,81,13.3,14.9,15.3,3.7,1.5,4.6,15.6,15.4,15.1,0.48,0.442,12,0.538,0,0.701,0.004,0,0,0.168,0.728,0.164,0.06,0.044,2112,1044,-1.687069752,0.567452804,-1.821184471,0.210511274
Traditional Bigs,Lou Amundson,PF,amundlo01,2010,79,0,1168,81,14.4,13.1,19.9,3.7,1,4.4,14.7,16,14.6,0.446,0.545,11.9,0.553,0,0.697,0.004,0,0,0.149,0.725,0.159,0.072,0.04,2718,1362,-0.685293223,1.122679765,-0.956498735,0.091151075
Traditional Bigs,Lou Amundson,PF,amundlo01,2011,46,7,691,81,11.5,13,17.4,3.5,1,3.6,9.8,14.7,15.7,0.475,0.391,13.4,0.454,0,0.566,0,0,0,0.082,0.617,0.23,0.087,0.066,1380,691,-4.166607252,-0.49902456,-4.909931479,-0.074226892
Traditional Bigs,Lou Amundson,PF,amundlo01,2012,60,0,753,81,11.5,14.1,19,3,1.9,4.6,15.6,15,17.3,0.396,0.427,14.5,0.43,0,0.629,0,0,0,0.13,0.57,0.256,0.15,0.024,1613,847,-2.952467168,-0.13705344,-2.739770663,0.709085092
Traditional Bigs,Lou Amundson,PF,amundlo01,2013,20,0,161,81,6.3,15.9,17.6,2.8,2.2,2.9,19,10.3,16.1,0.526,0.2,12.2,0.368,0,0.5,0,0,0,0.158,0.526,0.316,0.079,0.079,709,372,-4.664256543,-0.356808951,-4.25007865,0.64564624
Versatile Role Players,Lou Amundson,PF,amundlo01,2013,1,0,2,81,0,56.7,0,0,0,0,0,0,23,0,0,26.9,0,0,0,0,0,0,0,1,0,0,0,709,372,-4.664256543,-0.356808951,-4.25007865,0.64564624
Traditional Bigs,Lou Amundson,PF,amundlo01,2013,18,0,209,81,11.7,13.4,19.7,5.8,2.3,2.4,14,11.4,12.7,0.381,0.5,10.9,0.429,0,0.722,0,0,0,0.214,0.762,0.238,0,0,709,372,-4.664256543,-0.356808951,-4.25007865,0.64564624
Traditional Bigs,Lou Amundson,PF,amundlo01,2014,18,0,184,81,9.2,17.4,17.3,4.7,2.5,5,24.8,10.8,14,0.75,0.25,9.1,0.5,0,0.75,0,0,0,0.313,0.625,0.281,0.063,0.031,366,185,-5.458711189,-0.241764214,-4.833682932,0.376574335
Stretch Forwards,Lou Amundson,PF,amundlo01,2014,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,185,-5.458711189,-0.241764214,-4.833682932,0.376574335
Traditional Bigs,Lou Amundson,PF,amundlo01,2015,12,0,79,81,3.8,7.4,21.5,8.7,0.7,0,26,7.2,11,0.417,0.6,7.9,0.333,0,0.75,0,0,0,0.167,0.5,0.5,0,0,1835,937,-1.141637058,0.779910328,-1.2916769,0.006209512
Traditional Bigs,Lou Amundson,PF,amundlo01,2015,41,35,858,81,12.5,11.6,22,12.6,1.3,5,17,15.2,18,0.337,0.463,14.9,0.434,0,0.667,0.004,0,0,0.066,0.494,0.309,0.128,0.058,1835,937,-1.141637058,0.779910328,-1.2916769,0.006209512
Rim-Running Athletic Bigs,Chris Andersen,C,anderch01,2003,59,3,907,82,14,13.3,22.3,6.3,1.7,5.3,14.8,17.7,19.9,0.491,0.55,16.6,0.401,0,0.614,0.004,1,0,0.189,0.572,0.147,0.119,0.158,1739,907,-2.556567776,0.089236598,-3.256644859,-0.282318284
Traditional Bigs,Chris Andersen,PF,anderch01,2004,71,0,1029,82,14.4,9.6,23.3,5.1,1.7,7.8,16.1,12.1,12.7,0.527,0.589,10.1,0.446,0,0.678,0.005,0,0,0.212,0.606,0.054,0.108,0.227,2088,1063,-0.229497794,1.307294875,-1.253162722,-0.406205506
Traditional Bigs,Chris Andersen,C,anderch01,2005,67,2,1430,82,18.5,10.9,23.6,9.1,0.5,5.6,12.7,19.7,16.4,0.531,0.689,13.7,0.538,0,0.634,0.008,0,0,0.196,0.589,0.075,0.14,0.187,2640,1430,0.743975196,2.529762671,-0.564711054,-0.700143869
Traditional Bigs,Chris Andersen,C,anderch01,2006,32,2,570,82,14.1,12.4,20.2,1.7,0.8,5.9,15.4,15.2,13.9,1.051,0.476,9.3,0.571,0,0.536,0,0,0,0.245,0.827,0.031,0.051,0.092,1069,570,-1.793793322,0.278938813,-2.136303433,0.283553428
Traditional Bigs,Chris Andersen,C,anderch01,2009,71,1,1460,82,18.1,13.4,21.6,3.2,1.4,9.3,15.7,15.8,13.4,0.62,0.718,10.2,0.56,0.2,0.639,0.034,0.3,0.5,0.247,0.747,0.089,0.065,0.065,3540,1788,0.710589692,2.651314486,0.131413902,-0.530994429
Traditional Bigs,Chris Andersen,PF,anderch01,2010,76,0,1695,82,15.8,10.1,22.7,2.8,1.3,6.3,14.3,13.4,10.8,0.94,0.695,7.5,0.573,0,0.711,0.012,0,0,0.315,0.769,0.052,0.036,0.131,3621,1811,2.734324824,4.987214573,1.39202493,-0.519300503
Traditional Bigs,Chris Andersen,C,anderch01,2011,45,0,732,82,19,12.2,22.1,4,1.6,6,11.3,17.2,13.5,0.985,0.637,9.4,0.603,0,0.732,0.007,0,0,0.27,0.774,0.088,0.073,0.058,1620,805,2.072752081,1.737225568,1.342736844,-0.419121787
Traditional Bigs,Chris Andersen,C,anderch01,2012,32,1,486,82,18.9,11.9,23.3,1.8,2,7.4,10.6,17.6,14.8,0.759,0.61,11.3,0.546,0,0.644,0,0,0,0.231,0.713,0.074,0.037,0.176,965,486,0.615049549,0.83189642,0.330257991,-0.275799523
Traditional Bigs,Chris Andersen,C,anderch01,2013,42,0,624,82,17.4,11.9,21.5,4,1.4,5.8,12.8,17.6,14.4,0.756,0.677,10.4,0.575,0.667,0.797,0.024,0,1,0.35,0.805,0.106,0.008,0.057,1750,927,2.630920188,1.082045655,2.182057941,0.204583973
Rim-Running Athletic Bigs,Chris Andersen,C,anderch01,2014,72,0,1396,82,18.5,12.1,21.7,2.1,1.2,6.1,13.2,18,13.8,0.615,0.71,10.4,0.662,0.25,0.707,0.044,0.25,1,0.291,0.789,0.08,0.018,0.069,3264,1713,2.76181003,3.400408767,1.642090471,-0.651933288
Rim-Running Athletic Bigs,Chris Andersen,C,anderch01,2015,60,20,1132,82,16.1,8.2,23.2,6.1,1.2,4.6,13.5,14.9,12.3,0.551,0.667,9.7,0.598,0.308,0.784,0.063,0.538,1,0.271,0.705,0.082,0.043,0.097,2197,1132,-1.70778744,0.600826593,-2.879055157,-0.175167495
Rim-Running Athletic Bigs,Chris Andersen,C,anderch01,2016,7,1,36,82,17.6,9.8,18.3,12.2,1.4,6.4,14.5,18.5,17.5,0.4,0.75,14.2,0.4,0.4,0,0.5,0,1,0.1,0.3,0.1,0,0.1,934,481,-0.612252299,0.423055258,-0.899976017,-0.335702801
Stretch Forwards,Chris Andersen,C,anderch01,2016,20,14,366,82,15.1,9.9,18.2,3.7,2,2.5,8.4,12.9,10.2,0.516,0.688,8.7,0.604,0.222,0.719,0.145,0.111,1,0.097,0.694,0.048,0.032,0.081,934,481,-0.612252299,0.423055258,-0.899976017,-0.335702801
Stretch Forwards,David Andersen,C,anderda03,2010,63,0,891,83,12.1,6.7,20.6,8.1,0.9,1,9.1,21,20.2,0.197,0.687,19.5,0.458,0.346,0.658,0.229,0.026,0.963,0.018,0.165,0.185,0.176,0.244,1765,891,-2.3175144,0.19759688,-2.556111143,0.474601929
Rim-Running Athletic Bigs,David Andersen,PF,anderda03,2011,11,0,150,83,13.8,6.2,21.1,7.3,1,1.5,13.8,19.3,17.3,0.149,1,16.2,0.541,0.3,0.7,0.213,0,1,0.021,0.106,0.106,0.128,0.447,711,373,-4.162035865,-0.281381888,-5.311668671,0.712827446
Rim-Running Athletic Bigs,David Andersen,PF,anderda03,2011,29,0,223,83,8.9,6.5,20.9,4.5,0.5,2.2,14.8,18.9,20.2,0.203,0.467,18,0.459,0.385,0.786,0.176,0,1,0,0.095,0.122,0.081,0.527,711,373,-4.162035865,-0.281381888,-5.311668671,0.712827446
3PT Shooting Swingmen,Alan Anderson,SF,anderal01,2006,36,7,564,78,10.4,4.4,10.3,9.3,1,0.6,13.9,18.9,18.2,0.227,0.805,16.5,0.415,0.414,0.569,0.32,0.621,0.875,0.066,0.37,0.083,0.044,0.182,1110,564,-2.634218223,0.033251678,-4.379827938,-0.178363336
3PT Shooting Swingmen,Alan Anderson,SF,anderal01,2013,65,2,1495,78,12.6,2.7,9.2,11.7,1.7,0.4,10.5,24.6,23.6,0.239,0.857,21.9,0.426,0.333,0.447,0.463,0.323,0.853,0.008,0.148,0.14,0.107,0.143,2848,1495,-2.297792657,0.347399954,-1.869817575,0.669212978
3PT Shooting Swingmen,Alan Anderson,SF,anderal01,2014,78,26,1773,78,9.5,2.7,9.1,7.3,1.4,0.5,10.4,16.7,15.9,0.243,0.78,14.4,0.464,0.339,0.436,0.511,0.359,0.893,0.019,0.181,0.087,0.103,0.118,3938,2034,-0.984923628,1.655408394,-1.457608704,-0.420140416
3PT Shooting Swingmen,Alan Anderson,SG,anderal01,2015,74,19,1744,78,10.6,2,11.1,7.2,1.7,0.2,11,16.2,14.2,0.23,0.812,13.1,0.53,0.348,0.541,0.477,0.362,0.822,0.025,0.23,0.111,0.095,0.086,3770,1886,1.198152739,2.936771399,0.285237407,0.291740918
3PT Shooting Swingmen,Alan Anderson,SF,anderal01,2017,30,0,308,78,5,1.1,7.4,4.9,0.5,0,7.4,14,13.7,0.2,0.75,13,0.444,0.318,0.563,0.55,0.364,0.857,0,0.175,0.088,0.088,0.1,623,308,-7.305773242,-0.710220716,-6.52262949,-0.778364409
3PT Shooting Swingmen,James Anderson,SG,anderja01,2012,51,2,603,78,8.8,3.1,11.8,9.6,0.7,0.2,13.2,16.3,17.2,0.299,0.75,14.9,0.443,0.279,0.681,0.391,0.471,1,0.057,0.322,0.121,0.04,0.126,1240,634,-2.122956367,0.090398125,-3.311785568,-0.054736974
3PT Shooting Swingmen,James Anderson,SF,anderja01,2013,10,0,94,78,13,3.9,12.8,13.9,1.6,1.5,19.5,18.4,17.6,0.36,0.778,13.6,0.429,0.455,0.667,0.44,0.455,0.6,0.08,0.32,0.12,0,0.12,845,419,0.661688828,0.754374825,-0.852041967,0.989489821
3PT Shooting Swingmen,James Anderson,SG,anderja01,2013,29,2,307,78,14.2,5.6,15.7,16.4,2,0.7,14.1,18.7,18.1,0.188,0.895,16.4,0.481,0.327,0.44,0.485,0.327,1,0.05,0.287,0.099,0.059,0.069,845,419,0.661688828,0.754374825,-0.852041967,0.989489821
